ItemNumber,InventoryUnitSymbol,UnitCost,PurchId,InvoiceId,PackingSlipId,PurchUnit,PurchPrice,InvoiceDocumentDate,CreatedDateTimeInvoice,NumUnit,UnitPrice
103371,U.,0,,,,,,,,,
103372,U.,5.16,MSA-009966,F001-00008982,002-0002675,Emp.12,61.86,2021-03-16,2021-03-20T20:02:23Z,12,5.16
103373,U.,0,,,,,,,,,
103374,U.,11.93,MSA-002589,F001-00006625,002-0002317,Emp.6,71.95,2020-09-15,2020-09-21T19:12:48Z,6,11.99
103375,U.,0.46,MSA-004628,F001-00007257,002-0002414,Emp.144,66.69,2020-11-03,2020-11-07T19:14:04Z,144,0.46
103376,U.,0.46,MSA-004628,F001-00007257,002-0002414,Emp.144,66.69,2020-11-03,2020-11-07T19:14:04Z,144,0.46
103377,U.,0,,,,,,,,,
103378,U.,5.07,MSA-009888,F001-00008973,002-0002639,Emp.12,60.85,2021-03-15,2021-03-17T19:15:50Z,12,5.07
103379,U.,7.08,MSA-009724,F001-00008930,002-0002669,Emp.12,85,2021-03-10,2021-03-13T20:39:49Z,12,7.08
103380,U.,4.58,MSA-001435,F001-00006328,002-0002287,Emp.20,91.78,2020-08-19,2020-08-25T19:14:50Z,20,4.59
103381,U.,0,,,,,,,,,
103382,U.,7.8,,,,,,,,,
103383,U.,7.17,MSA-010022,F001-00009013,002-0002678,Emp.16,114.66,2021-03-17,2021-03-20T19:53:45Z,16,7.17
103384,U.,15.54,MSA-009966,F001-00008982,002-0002675,Emp.12,186.44,2021-03-16,2021-03-20T20:02:23Z,12,15.54
103385,U.,13.85,MSA-010022,F001-00009013,002-0002678,Emp.18,249.24,2021-03-17,2021-03-20T19:53:45Z,18,13.85
103386,U.,0.36,MSA-009966,F001-00008982,002-0002675,Emp.24,8.532,2021-03-16,2021-03-20T20:02:23Z,24,0.36
103387,U.,0.25,MSA-010022,F001-00009013,002-0002678,Emp.180,44.92,2021-03-17,2021-03-20T19:53:45Z,180,0.25
103388,U.,0.25,MSA-010025,F001-00009017,002-0002682,Emp.180,44.92,2021-03-17,2021-03-19T20:42:21Z,180,0.25
103389,U.,6.04,MSA-009724,F001-00008930,002-0002669,Emp.18,108.73,2021-03-10,2021-03-13T20:39:49Z,18,6.04
103390,U.,6.04,MSA-010022,F001-00009013,002-0002678,Emp.12,72.46,2021-03-17,2021-03-20T19:53:45Z,12,6.04
103391,U.,11.76,MSA-009724,F001-00008930,002-0002669,Emp.18,211.6,2021-03-10,2021-03-13T20:39:49Z,18,11.76
103392,U.,1.33,MSA-008533,F001-00008579,002-0002613,Emp.72,95.676,2021-02-09,2021-02-12T18:44:45Z,72,1.33
103393,U.,6.36,MSA-010022,F001-00009013,002-0002678,Emp.16,101.69,2021-03-17,2021-03-20T19:53:45Z,16,6.36
103394,U.,3.9,MSA-010022,F001-00009013,002-0002678,Emp.15,58.56,2021-03-17,2021-03-20T19:53:45Z,15,3.9
103395,U.,6.04,MSA-010022,F001-00009014,002-0002679,Emp.12,72.46,2021-03-17,2021-03-20T19:56:05Z,12,6.04
103396,U.,2.82,MSA-010022,F001-00009014,002-0002679,Emp.24,67.63,2021-03-17,2021-03-20T19:56:05Z,24,2.82
103397,U.,0,,,,,,,,,
103398,U.,0.67,MSA-010022,F001-00009014,002-0002679,Emp.84,56.36,2021-03-17,2021-03-20T19:56:05Z,84,0.67
103399,U.,0.4,MSA-010022,F001-00009014,002-0002679,Emp.24,9.52,2021-03-17,2021-03-20T19:56:05Z,24,0.4
103400,U.,0.67,MSA-009966,F001-00008982,002-0002675,Emp.84,56.36,2021-03-16,2021-03-20T20:02:23Z,84,0.67
103401,U.,0.67,MSA-010025,F001-00009017,002-0002682,Emp.84,56.35,2021-03-17,2021-03-19T20:42:21Z,84,0.67
103402,U.,0.52,MSA-010022,F001-00009014,002-0002679,Emp.48,25.084,2021-03-17,2021-03-20T19:56:05Z,48,0.52
103403,U.,0.52,MSA-010022,F001-00009014,002-0002679,Emp.48,25.08,2021-03-17,2021-03-20T19:56:05Z,48,0.52
103404,U.,0.52,MSA-010022,F001-00009014,002-0002679,Emp.48,25.082,2021-03-17,2021-03-20T19:56:05Z,48,0.52
103405,U.,0.7,MSA-010022,F001-00009014,002-0002679,Emp.37,25.93,2021-03-17,2021-03-20T19:56:05Z,37,0.7
103406,U.,2.06,MSA-010022,F001-00009014,002-0002679,Emp.12,24.66,2021-03-17,2021-03-20T19:56:05Z,12,2.06
103407,U.,0.66,MSA-010022,F001-00009014,002-0002679,Emp.72,47.37,2021-03-17,2021-03-20T19:56:05Z,72,0.66
103408,U.,1.62,MSA-008959,F006-00024554,006-010112,Emp.24,38.867,2021-02-23,2021-02-27T15:12:00Z,24,1.62
103409,U.,1.58,MSA-008963,F006-00024500,006-010123,Emp.96,151.5064,2021-02-22,2021-03-01T20:58:16Z,96,1.58
103410,U.,3.7,MSA-008958,F006-00024555,006-010125,Emp.48,177.392,2021-02-23,2021-03-01T20:26:01Z,48,3.7
103411,U.,10.47,MSA-007029,F006-00022744,006-009750,Emp.12,125.696,2021-01-13,2021-01-14T19:48:19Z,12,10.47
103412,U.,2.53,MSA-008958,F006-00024555,006-010125,Emp.48,121.594,2021-02-23,2021-03-01T20:26:01Z,48,2.53
103413,U.,5.84,MSA-008958,F006-00024555,006-010125,Emp.24,140.0678,2021-02-23,2021-03-01T20:26:01Z,24,5.84
103414,U.,0,,,,,,,,,
103415,U.,7.36,MSA-007986,F006-00023568,006-009876,Emp.48,353.275,2021-01-30,2021-02-04T20:23:18Z,48,7.36
103416,U.,28.32,MSA-008958,F006-00024555,006-010125,Emp.6,169.933,2021-02-23,2021-03-01T20:26:01Z,6,28.32
103417,U.,12.61,MSA-005966,F006-00021950,006-009624,Emp.12,151.2853,2020-12-22,2020-12-29T20:50:18Z,12,12.61
103418,U.,17.14,MSA-008961,F006-00024626,006-010127,Emp.6,102.85,2021-02-24,2021-03-01T20:21:34Z,6,17.14
103419,U.,5.36,MSA-008957,F006-00024552,006-010085,Emp.48,257.126,2021-02-23,2021-02-26T21:29:44Z,48,5.36
103420,U.,8.95,MSA-010041,F006-00024952,006-010179,Emp.24,214.786,2021-03-04,2021-03-18T20:36:39Z,24,8.95
103421,U.,0.39,MSA-006958,F006-00001521,010-003041,Emp.180,69.619,2021-01-14,2021-01-20T20:00:25Z,180,0.39
103422,U.,0,,,,,,,,,
103423,U.,0,,,,,,,,,
103424,U.,6.32,MSA-008961,F006-00024626,006-010127,Emp.24,151.28,2021-02-24,2021-03-01T20:21:34Z,24,6.3
103425,U.,2.51,MSA-008960,F006-00024557,006-010113,Emp.24,60.202,2021-02-23,2021-02-27T15:15:43Z,24,2.51
103426,U.,0.43,,,,,,,,,
103427,U.,3.5,MSA-005937,F006-00021948,006-009622,Emp.24,83.888,2020-12-22,2020-12-28T22:47:48Z,24,3.5
103428,U.,36.43,MSA-000449,NCI1-00000018,007-0001419,U,36.9317,2020-08-31,2020-12-07T18:53:23Z,1,36.93
103429,U.,16.33,MSA-008052,F006-00023588,006-009903,Emp.12,195.945,2021-01-30,2021-02-10T21:26:34Z,12,16.33
103430,U.,0,,,,,,,,,
103431,U.,0.72,MSA-008961,F006-00024626,006-010127,Emp.192,137.356,2021-02-24,2021-03-01T20:21:34Z,192,0.72
103432,U.,10.74,MSA-005937,F006-00021948,006-009622,Emp.8,85.9169,2020-12-22,2020-12-28T22:47:48Z,8,10.74
103433,U.,5.57,MSA-008953,F006-00024553,006-010086,Emp.12,66.8,2021-02-23,2021-02-25T14:55:31Z,12,5.57
103434,U.,0.72,MSA-008336,F006-00001526,029-001947,Emp.120,85.85,2021-02-08,2021-02-09T16:50:31Z,120,0.72
103435,U.,14.03,MSA-008958,F006-00024555,006-010125,Emp.12,168.365,2021-02-23,2021-03-01T20:26:01Z,12,14.03
103436,U.,22.05,MSA-008957,F006-00024552,006-010085,Emp.12,264.602,2021-02-23,2021-02-26T21:29:44Z,12,22.05
103437,U.,12.32,MSA-008959,F006-00024554,006-010112,Emp.12,147.824,2021-02-23,2021-02-27T15:12:00Z,12,12.32
103438,U.,6.98,MSA-008959,F006-00024554,006-010112,Emp.12,83.72,2021-02-23,2021-02-27T15:12:00Z,12,6.98
103439,U.,15.89,MSA-008958,F006-00024555,006-010125,Emp.12,190.68,2021-02-23,2021-03-01T20:26:01Z,12,15.89
103440,U.,8.92,MSA-008958,F006-00024555,006-010125,Emp.12,107.01,2021-02-23,2021-03-01T20:26:01Z,12,8.92
103441,U.,3.72,MSA-008957,F006-00024552,006-010085,Emp.24,89.375,2021-02-23,2021-02-26T21:29:44Z,24,3.72
103442,U.,18.68,MSA-008052,F006-00023584,006-009902,Emp.16,298.85,2021-01-30,2021-02-11T15:43:11Z,16,18.68
103443,U.,18.68,MSA-008958,F006-00024555,006-010125,Emp.12,224.135,2021-02-23,2021-03-01T20:26:01Z,12,18.68
103444,U.,1.43,MSA-007091,F006-00022720,006-009738,Emp.80,114.55,2021-01-13,2021-01-14T15:12:10Z,80,1.43
103445,U.,0.4,MSA-007987,F006-00023586,006-009922,Emp.18,14.465,2021-01-30,2021-02-06T15:38:19Z,18,0.8
103446,U.,0,,,,,,,,,
103447,U.,12.77,MSA-008955,F006-00024501,006-010082,Emp.12,153.244,2021-02-22,2021-02-24T14:37:11Z,12,12.77
103448,U.,5.66,MSA-008958,F006-00024555,006-010125,Emp.24,135.858,2021-02-23,2021-03-01T20:26:01Z,24,5.66
103449,U.,1.69,MSA-005967,F006-00021751,006-009557,Emp.26,43.833,2020-12-16,2020-12-21T20:35:07Z,26,1.69
103450,U.,6,MSA-008958,F006-00024555,006-010125,U,5.996,2021-02-23,2021-03-01T20:26:01Z,1,6
103451,U.,1.72,MSA-008958,F006-00024555,006-010125,U,1.717,2021-02-23,2021-03-01T20:26:01Z,1,1.72
103452,U.,1.13,MSA-008955,F006-00024501,006-010082,Emp.12,13.554,2021-02-22,2021-02-24T14:37:11Z,12,1.13
103453,U.,0,,,,,,,,,
103454,U.,0.34,MSA-008960,F006-00024557,006-010113,Emp.624,211.44,2021-02-23,2021-02-27T15:15:43Z,624,0.34
103455,U.,5.06,MSA-008957,F006-00024552,006-010085,U,5.057,2021-02-23,2021-02-26T21:29:44Z,1,5.06
103456,U.,0.34,MSA-008961,F006-00024626,006-010127,Emp.624,211.44,2021-02-24,2021-03-01T20:21:34Z,624,0.34
103457,U.,5.06,MSA-008958,F006-00024555,006-010125,U,5.057,2021-02-23,2021-03-01T20:26:01Z,1,5.06
103458,U.,0.7,MSA-009304,F006-00001542,0029-002021,Emp.480,334.536,2021-03-15,2021-03-17T15:25:21Z,480,0.7
103459,U.,13.19,MSA-008958,F006-00024555,006-010125,Emp.15,197.9067,2021-02-23,2021-03-01T20:26:01Z,15,13.19
103460,U.,7.78,MSA-008957,F006-00024552,006-010085,Emp.24,186.715,2021-02-23,2021-02-26T21:29:44Z,24,7.78
103461,U.,0,,,,,,,,,
103462,U.,0.35,MSA-008959,F006-00024554,006-010112,Emp.24,8.38,2021-02-23,2021-02-27T15:12:00Z,24,0.35
103463,U.,0.63,MSA-008052,F006-00023588,006-009903,Emp.20,12.61,2021-01-30,2021-02-10T21:26:34Z,20,0.63
103464,U.,0.89,MSA-007029,F006-00022744,006-009750,Emp.20,17.848,2021-01-13,2021-01-14T19:48:19Z,20,0.89
103465,U.,0.32,MSA-007987,F006-00023566,006-009921,Emp.24,7.772,2021-01-30,2021-02-06T15:41:16Z,24,0.32
103466,U.,1.55,MSA-008958,F006-00024555,006-010125,Emp.12,18.578,2021-02-23,2021-03-01T20:26:01Z,12,1.55
103467,U.,1.17,MSA-008958,F006-00024555,006-010125,Emp.12,13.987,2021-02-23,2021-03-01T20:26:01Z,12,1.17
103468,U.,1.1,MSA-008961,F006-00024626,006-010127,Emp.480,526.368,2021-02-24,2021-03-01T20:21:34Z,480,1.1
103469,U.,0.98,MSA-008957,F006-00024552,006-010085,Emp.22,21.553,2021-02-23,2021-02-26T21:29:44Z,22,0.98
103470,U.,0.9,MSA-008963,F006-00024500,006-010123,Emp.560,505.176,2021-02-22,2021-03-01T20:58:16Z,560,0.9
103471,U.,1.51,MSA-008958,F006-00024555,006-010125,Emp.10,15.065,2021-02-23,2021-03-01T20:26:01Z,10,1.51
103472,U.,0.49,MSA-008961,F006-00024626,006-010127,Emp.840,409.836,2021-02-24,2021-03-01T20:21:34Z,840,0.49
103473,U.,0.88,MSA-008961,F006-00024626,006-010127,Emp.648,572.405,2021-02-24,2021-03-01T20:21:34Z,648,0.88
103474,U.,1.01,MSA-008961,F006-00024626,006-010127,Emp.528,532.656,2021-02-24,2021-03-01T20:21:34Z,528,1.01
103475,U.,0.48,MSA-007988,F006-00023580,006-009891,Emp.144,69.0508,2021-01-30,2021-02-04T14:56:26Z,144,0.48
103476,U.,2.7,MSA-008958,F006-00024555,006-010125,Emp.27,73.026,2021-02-23,2021-03-01T20:26:01Z,27,2.7
103477,U.,0.56,MSA-008963,F006-00024500,006-010123,Emp.144,80.056,2021-02-22,2021-03-01T20:58:16Z,144,0.56
103478,U.,0.7,MSA-008959,F006-00024554,006-010112,Emp.6,4.216,2021-02-23,2021-02-27T15:12:00Z,6,0.7
103479,U.,1.29,MSA-008958,F006-00024555,006-010125,Emp.56,72.1,2021-02-23,2021-03-01T20:26:01Z,56,1.29
103480,U.,0.41,MSA-003748,F006-00019612,006-009306,Emp.216,88.93,2020-10-31,2020-11-10T16:32:21Z,216,0.41
103480,U.,0.41,MSA-003748,F006-00019612,006-009306,Emp.216,88.93,2020-10-31,2020-11-10T16:32:21Z,216,0.41
103481,U.,0.41,MSA-008052,F006-00023589,006-009904,Emp.9,3.706,2021-01-30,2021-02-11T15:40:04Z,9,0.41
103482,U.,0.83,MSA-008958,F006-00024555,006-010125,Emp.64,53.311,2021-02-23,2021-03-01T20:26:01Z,64,0.83
103483,U.,0.69,MSA-005939,F006-00021748,006-009554,Emp.6,4.113,2020-12-16,2020-12-21T20:58:40Z,6,0.69
103484,U.,20.58,MSA-008961,F006-00024626,006-010127,Emp.12,246.96,2021-02-24,2021-03-01T20:21:34Z,12,20.58
103485,U.,2.33,MSA-008961,F006-00024626,006-010127,Emp.48,111.636,2021-02-24,2021-03-01T20:21:34Z,48,2.33
103486,U.,0,,,,,,,,,
103487,U.,1.97,MSA-008961,F006-00024626,006-010127,Emp.24,47.254,2021-02-24,2021-03-01T20:21:34Z,24,1.97
103488,U.,0,,,,,,,,,
103489,U.,2.44,MSA-008961,F006-00024626,006-010127,Emp.24,58.688,2021-02-24,2021-03-01T20:21:34Z,24,2.45
103490,U.,1.01,MSA-008958,F006-00024555,006-010125,Emp.24,25.8333,2021-02-23,2021-03-01T20:26:01Z,24,1.08
103491,U.,3.39,MSA-008957,F006-00024552,006-010085,Emp.24,81.382,2021-02-23,2021-02-26T21:29:44Z,24,3.39
103492,U.,3.16,MSA-008957,F006-00024552,006-010085,Emp.24,75.97,2021-02-23,2021-02-26T21:29:44Z,24,3.17
103493,U.,5.65,MSA-008958,F006-00024555,006-010125,Emp.48,271.296,2021-02-23,2021-03-01T20:26:01Z,48,5.65
103494,U.,24.92,MSA-004724,F006-00019840,006-009308,Emp.6,70.9889,2020-11-05,2020-11-07T21:27:20Z,6,11.83
103495,U.,15.26,MSA-005021,F001-3077,008-0000250,Emp.6,91.5254,2020-11-10,2021-02-09T17:27:29Z,6,15.25
103496,U.,15.82,MSA-004724,F006-00019840,006-009308,Emp.6,93.9163,2020-11-05,2020-11-07T21:27:20Z,6,15.65
103497,U.,0,,,,,,,,,
103498,U.,0,,,,,,,,,
103499,U.,0,,,,,,,,,
103500,U.,0,,,,,,,,,
103501,U.,0,,,,,,,,,
103502,U.,0,,,,,,,,,
103503,U.,0,,,,,,,,,
103504,U.,0.58,,,,,,,,,
103505,U.,0,,,,,,,,,
103506,U.,8.19,,,,,,,,,
103507,U.,0,,,,,,,,,
103508,U.,8.25,,,,,,,,,
103509,U.,0,,,,,,,,,
103510,U.,0,,,,,,,,,
103511,U.,0,,,,,,,,,
103512,U.,0,,,,,,,,,
103513,U.,0,,,,,,,,,
103514,U.,3.68,,,,,,,,,
103515,U.,5.37,,,,,,,,,
103516,U.,0,,,,,,,,,
103517,U.,0,,,,,,,,,
103518,U.,5.11,MSA-009541,F002-00008451,T002-00001518,Emp.16,81.76,2021-03-06,2021-03-09T20:32:47Z,16,5.11
103519,U.,4.62,MSA-009904,F002-00008758,T002-00001562,Emp.16,73.92,2021-03-16,2021-03-20T17:18:19Z,16,4.62
103520,U.,2.27,MSA-009715,F002-00008609,T002-00001543,Emp.30,68.1,2021-03-11,2021-03-13T18:43:13Z,30,2.27
103521,U.,5.52,MSA-009904,F002-00008758,T002-00001562,Emp.10,55.2,2021-03-16,2021-03-20T17:18:19Z,10,5.52
103522,U.,2.44,MSA-009812,F002-00008665,T002-00001553,Emp.30,73.2,2021-03-13,2021-03-18T21:21:40Z,30,2.44
103523,U.,5.12,MSA-009183,F002-00008323,T002-00001489,Emp.16,81.922,2021-02-27,2021-03-05T19:55:29Z,16,5.12
103524,U.,1.13,MSA-009610,F020-00001083,T020-00000148,Emp.20,22.46,2021-03-09,2021-03-13T19:08:09Z,20,1.12
103525,U.,3.23,MSA-009818,F020-00001126,T020-00000164,Emp.12,38.76,2021-03-13,2021-03-18T20:52:28Z,12,3.23
103526,U.,0.8,MSA-009820,F020-00001125,T020-00000163,Emp.12,9.62,2021-03-13,2021-03-18T20:56:06Z,12,0.8
103527,U.,1.69,MSA-009819,F020-00001127,T020-00000165,Emp.12,20.22,2021-03-13,2021-03-18T20:57:40Z,12,1.68
103528,U.,1.62,MSA-006911,F001-00029333,T001-00001197,Emp.12,19.5,2020-12-26,2020-12-30T19:43:24Z,12,1.62
103529,U.,1.52,MSA-008560,F020-00000755,T020-00000073,Emp.12,19.5,2021-02-10,2021-02-15T15:51:10Z,12,1.62
103530,U.,1.57,MSA-009075,F020-00000904,T20-00000105,Emp.12,19.5,2021-02-23,2021-03-02T19:25:43Z,12,1.62
103531,U.,0.51,MSA-009819,F020-00001127,T020-00000165,Emp.20,10.17,2021-03-13,2021-03-18T20:57:40Z,20,0.51
103532,U.,4.52,,,,,,,,,
103533,U.,4.47,MSA-008213,F200-00027323,014-0000022,Emp.24,120.8475,2021-02-02,2021-02-03T20:48:27Z,24,5.04
103534,U.,0,,,,,,,,,
103535,U.,0,,,,,,,,,
103536,U.,0,,,,,,,,,
103537,U.,2.36,MSA-009463,F002-00008410,T002-00001507,Emp.12,28.92,2021-03-04,2021-03-09T19:39:22Z,12,2.41
103538,U.,0.35,MSA-009817,F002-00008668,T002-00001556,Emp.24,8.48,2021-03-13,2021-03-18T20:38:58Z,24,0.35
103539,U.,0.72,MSA-001686,F002-00004055,T002-00000787,Emp.24,19.32,2020-08-26,2020-08-31T16:41:46Z,24,0.8
103540,U.,1.29,MSA-009812,F002-00008664,T002-00001552,Emp.12,15.48,2021-03-13,2021-03-18T21:17:15Z,12,1.29
103541,U.,2.59,MSA-009904,F002-00008758,T002-00001562,Emp.12,31.08,2021-03-16,2021-03-20T17:18:19Z,12,2.59
103542,U.,0.8,MSA-000113,F002-00003610,T002-00000704,Emp.6,4.83,2020-08-01,2020-08-07T19:56:33Z,6,0.8
103543,U.,2.59,MSA-009904,F002-00008758,T002-00001562,Emp.12,31.08,2021-03-16,2021-03-20T17:18:19Z,12,2.59
103544,U.,0.8,,,,,,,,,
103545,U.,2.59,MSA-009904,F002-00008758,T002-00001562,Emp.12,31.08,2021-03-16,2021-03-20T17:18:19Z,12,2.59
103546,U.,0.8,MSA-000671,F002-00003699,T002-00000723,Emp.24,19.32,2020-08-08,2020-08-14T19:38:21Z,24,0.8
103546,U.,0.8,MSA-000671,F002-00003699,T002-00000723,Emp.24,19.32,2020-08-08,2020-08-14T19:38:21Z,24,0.8
103546,U.,0.8,MSA-000671,F002-00003699,T002-00000723,Emp.24,19.32,2020-08-08,2020-08-14T19:38:21Z,24,0.8
103547,U.,1.29,MSA-009815,F002-00008666,T002-00001554,Emp.12,15.48,2021-03-13,2021-03-18T20:35:00Z,12,1.29
103548,U.,2.59,MSA-008191,F002-00007636,T002-00001363,Emp.12,31.08,2021-02-01,2021-02-03T17:29:35Z,12,2.59
103549,U.,0,,,,,,,,,
103550,U.,2.59,MSA-009028,F002-00008163,T002-00001455,Emp.12,31.08,2021-02-20,2021-02-24T21:04:20Z,12,2.59
103551,U.,0.8,,,,,,,,,
103552,U.,0,,,,,,,,,
103553,U.,3.86,MSA-009731,F001-00030163,T001-00001345,Emp.24,92.88,2021-03-11,2021-03-13T18:58:42Z,24,3.87
103554,U.,1.95,MSA-009715,F001-00030164,T001-00001346,Emp.24,46.8,2021-03-11,2021-03-13T18:46:38Z,24,1.95
103555,U.,0,,,,,,,,,
103556,U.,0,,,,,,,,,
103557,U.,3.36,MSA-009463,F001-00030103,T001-00001340,Emp.24,85.2,2021-03-04,2021-03-09T19:37:56Z,24,3.55
103558,U.,1.35,MSA-009831,F020-00001124,T020-00000162,Emp.144,195.12,2021-03-13,2021-03-18T20:51:03Z,144,1.35
103559,U.,1.01,MSA-009464,F020-00001024,T020-00000135,Emp.360,363.96,2021-03-04,2021-03-09T19:40:33Z,360,1.01
103560,U.,0.37,MSA-001396,F001-00027364,T001-00000801,Emp.48,18.14,2020-08-19,2020-08-21T19:03:45Z,48,0.38
103561,U.,1.61,MSA-009904,F002-00008757,T002-00001561,U,1.61,2021-03-16,2021-03-20T17:15:37Z,1,1.61
103562,U.,1.09,MSA-009976,F002-00002342,0025-001887,U,1.09,2021-03-16,2021-03-22T15:31:11Z,1,1.09
103563,U.,1.09,MSA-009904,F002-00008757,T002-00001561,U,1.09,2021-03-16,2021-03-20T17:15:37Z,1,1.09
103564,U.,1.58,MSA-009904,F002-00008757,T002-00001561,U,1.58,2021-03-16,2021-03-20T17:15:37Z,1,1.58
103565,U.,0.9,MSA-009904,F002-00008757,T002-00001561,U,0.9,2021-03-16,2021-03-20T17:15:37Z,1,0.9
103566,U.,2.82,MSA-009904,F002-00008757,T002-00001561,U,2.82,2021-03-16,2021-03-20T17:15:37Z,1,2.82
103567,U.,3.01,MSA-009904,F002-00008757,T002-00001561,U,3.01,2021-03-16,2021-03-20T17:15:37Z,1,3.01
103568,U.,1.61,MSA-009714,F002-00008605,T002-00001538,U,1.61,2021-03-10,2021-03-13T18:56:27Z,1,1.61
103569,U.,2.53,MSA-009904,F002-00008757,T002-00001561,U,2.53,2021-03-16,2021-03-20T17:15:37Z,1,2.53
103570,U.,1.25,MSA-009904,F002-00008757,T002-00001561,U,1.25,2021-03-16,2021-03-20T17:15:37Z,1,1.25
103571,U.,1.44,MSA-009904,F002-00008757,T002-00001561,U,1.44,2021-03-16,2021-03-20T17:15:37Z,1,1.44
103572,U.,9.34,MSA-009904,F002-00008757,T002-00001561,U,9.34,2021-03-16,2021-03-20T17:15:37Z,1,9.34
103573,U.,0,,,,,,,,,
103574,U.,22.46,MSA-009642,F020-00001084,T020-00000149,U,22.46,2021-03-09,2021-03-13T19:19:14Z,1,22.46
103575,U.,22.46,MSA-009464,F020-00001024,T020-00000135,U,22.46,2021-03-04,2021-03-09T19:40:33Z,1,22.46
103576,U.,22.46,MSA-009549,F020-00001037,T020-00000140,U,22.46,2021-03-06,2021-03-09T19:43:24Z,1,22.46
103577,U.,22.46,MSA-009549,F020-00001037,T020-00000140,U,22.46,2021-03-06,2021-03-09T19:43:24Z,1,22.46
103578,U.,1.25,MSA-009819,F020-00001127,T020-00000165,Emp.12,15,2021-03-13,2021-03-18T20:57:40Z,12,1.25
103579,U.,0.94,MSA-009820,F020-00001125,T020-00000163,Emp.12,11.25,2021-03-13,2021-03-18T20:56:06Z,12,0.94
103580,U.,1.32,MSA-009904,F002-00008757,T002-00001561,U,1.32,2021-03-16,2021-03-20T17:15:37Z,1,1.32
103581,U.,7.2,MSA-009904,F002-00008757,T002-00001561,Emp.12,86.4,2021-03-16,2021-03-20T17:15:37Z,12,7.2
103582,U.,7.2,MSA-009712,F002-00008603,T002-00001537,Emp.12,86.4,2021-03-10,2021-03-13T19:23:15Z,12,7.2
103583,U.,0,,,,,,,,,
103584,U.,3.52,MSA-009904,F002-00008757,T002-00001561,Emp.12,42.24,2021-03-16,2021-03-20T17:15:37Z,12,3.52
103585,U.,1.54,MSA-009904,F002-00008757,T002-00001561,U,1.54,2021-03-16,2021-03-20T17:15:37Z,1,1.54
103586,U.,3.52,MSA-009904,F002-00008757,T002-00001561,Emp.12,42.24,2021-03-16,2021-03-20T17:15:37Z,12,3.52
103587,U.,2.75,MSA-009904,F002-00008757,T002-00001561,U,2.75,2021-03-16,2021-03-20T17:15:37Z,1,2.75
103588,U.,3.52,MSA-009904,F002-00008757,T002-00001561,Emp.12,42.24,2021-03-16,2021-03-20T17:15:37Z,12,3.52
103589,U.,0.95,MSA-009904,F002-00008757,T002-00001561,Emp.24,22.8,2021-03-16,2021-03-20T17:15:37Z,24,0.95
103590,U.,3.09,MSA-009715,F002-00008609,T002-00001543,Emp.12,37.08,2021-03-11,2021-03-13T18:43:13Z,12,3.09
103591,U.,2.13,MSA-009815,F002-00008666,T002-00001554,U,2.13,2021-03-13,2021-03-18T20:35:00Z,1,2.13
103592,U.,2.72,MSA-009904,F002-00008757,T002-00001561,Emp.24,65.28,2021-03-16,2021-03-20T17:15:37Z,24,2.72
103593,U.,2.3,MSA-009904,F002-00008757,T002-00001561,Emp.24,55.2,2021-03-16,2021-03-20T17:15:37Z,24,2.3
103594,U.,2.3,MSA-009904,F002-00008757,T002-00001561,Emp.24,55.2,2021-03-16,2021-03-20T17:15:37Z,24,2.3
103595,U.,2.72,MSA-009541,F002-00008450,T002-00001517,Emp.24,65.28,2021-03-06,2021-03-09T20:34:17Z,24,2.72
103596,U.,3.52,MSA-009904,F002-00008757,T002-00001561,Emp.12,42.24,2021-03-16,2021-03-20T17:15:37Z,12,3.52
103597,U.,3.52,MSA-009904,F002-00008757,T002-00001561,Emp.12,42.24,2021-03-16,2021-03-20T17:15:37Z,12,3.52
103598,U.,3.09,MSA-009904,F002-00008757,T002-00001561,Emp.12,37.08,2021-03-16,2021-03-20T17:15:37Z,12,3.09
103599,U.,5.55,MSA-009712,F002-00008603,T002-00001537,U,5.55,2021-03-10,2021-03-13T19:23:15Z,1,5.55
103600,U.,7.25,MSA-009904,F002-00008757,T002-00001561,U,7.25,2021-03-16,2021-03-20T17:15:37Z,1,7.25
103601,U.,6.86,MSA-009904,F002-00008757,T002-00001561,U,6.86,2021-03-16,2021-03-20T17:15:37Z,1,6.86
103602,U.,7.27,MSA-005722,F002-00006144,T002-00001126,U,7.27,2020-11-28,2020-12-05T14:55:29Z,1,7.27
103603,U.,3.13,MSA-009543,F002-00008446,T002-00001513,U,3.13,2021-03-06,2021-03-12T17:30:01Z,1,3.13
103604,U.,7.16,MSA-009904,F002-00008757,T002-00001561,U,7.16,2021-03-16,2021-03-20T17:15:37Z,1,7.16
103605,U.,11.77,MSA-009904,F002-00008757,T002-00001561,U,11.772,2021-03-16,2021-03-20T17:15:37Z,1,11.77
103606,U.,2.76,MSA-009904,F002-00008757,T002-00001561,U,2.76,2021-03-16,2021-03-20T17:15:37Z,1,2.76
103607,U.,0.83,MSA-009904,F002-00008757,T002-00001561,Emp.20,16.6,2021-03-16,2021-03-20T17:15:37Z,20,0.83
103608,U.,7.2,MSA-008837,F002-00008027,T002-00001437,Emp.24,172.8,2021-02-16,2021-02-23T17:30:00Z,24,7.2
103609,U.,0,,,,,,,,,
103610,U.,6.89,MSA-001527,F002-00004004,T002-00000778,Emp.24,165.36,2020-08-22,2020-08-26T19:11:02Z,24,6.89
