ItemNumber,InventoryUnitSymbol,UnitCost,PurchId,InvoiceId,PackingSlipId,PurchUnit,PurchPrice,InvoiceDocumentDate,CreatedDateTimeInvoice,NumUnit,UnitPrice
100224,U.,13.58,MSA-009741,F316-00003890,706-0010783,Emp.7,95.0885,2021-03-15,2021-03-22T17:40:58Z,7,13.58
100225,U.,2.11,MSA-009741,F316-00003890,706-0010783,Emp.30,63.2822,2021-03-15,2021-03-22T17:40:58Z,30,2.11
100226,U.,23.42,MSA-009741,F316-00003890,706-0010783,Emp.4,93.6622,2021-03-15,2021-03-22T17:40:58Z,4,23.42
100227,U.,2.81,MSA-009741,F316-00003890,706-0010783,Emp.24,67.4922,2021-03-15,2021-03-22T17:40:58Z,24,2.81
100228,U.,4.64,MSA-009741,F316-00003890,706-0010783,Emp.15,69.7011,2021-03-15,2021-03-22T17:40:58Z,15,4.65
100229,U.,44,MSA-008641,F721-00000320,721-0000783,U,44.002,2021-02-05,2021-02-12T19:13:01Z,1,44
100230,U.,2.12,,,,,,,,,
100231,U.,2.8,,,,,,,,,
100232,U.,0,,,,,,,,,
100233,U.,0,,,,,,,,,
100234,U.,1.58,MSA-009741,F316-00003890,706-0010783,Emp.40,63.0679,2021-03-15,2021-03-22T17:40:58Z,40,1.58
100235,U.,1.54,MSA-008999,F316-00001370,706-0003825,Emp.40,61.417,2021-02-23,2021-02-26T20:04:51Z,40,1.54
100236,U.,0.92,MSA-008272,F721-00000315,721-0000768,Emp.22,20.246,2021-02-05,2021-02-09T18:39:12Z,22,0.92
100237,U.,0,,,,,,,,,
100238,U.,0,,,,,,,,,
100239,U.,2.72,MSA-008998,F316-00001389,706-0003939,Emp.12,32.625,2021-02-23,2021-02-27T19:45:40Z,12,2.72
100240,U.,0.81,MSA-009003,F316-00001523,706-0004298,Emp.144,116.602,2021-02-24,2021-03-03T21:47:45Z,144,0.81
100241,U.,6.04,MSA-009587,F316-00003459,706-0009543,Emp.12,72.5113,2021-03-11,2021-03-16T20:01:55Z,12,6.04
100242,U.,1.44,MSA-008998,F316-00001389,706-0003939,Emp.12,17.265,2021-02-23,2021-02-27T19:45:40Z,12,1.44
100243,U.,2.33,MSA-009001,F316-00001385,706-0003918,Emp.24,55.757,2021-02-23,2021-03-01T19:23:12Z,24,2.32
100244,U.,2.44,MSA-007482,F001-00539707,600-2186427,Emp.12,29.3241,2021-01-23,2021-01-30T18:48:23Z,12,2.44
100245,U.,2.33,MSA-008999,F316-00001370,706-0003823,Emp.12,27.8246,2021-02-23,2021-02-26T20:04:51Z,12,2.32
100246,U.,2.32,MSA-009238,F417-00000230,010-003062,Emp.12,27.8432,2021-02-26,2021-02-27T19:35:03Z,12,2.32
100247,U.,2.32,MSA-009001,F316-00001385,706-0003918,Emp.12,27.8433,2021-02-23,2021-03-01T19:23:12Z,12,2.32
100248,U.,2.31,MSA-008654,F721-00000322,721-0000788,Emp.12,27.8588,2021-02-05,2021-02-12T19:28:47Z,12,2.32
100249,U.,2.02,MSA-008999,F316-00001370,706-0003823,Emp.12,24.2355,2021-02-23,2021-02-26T20:04:51Z,12,2.02
100250,U.,2.02,MSA-009238,F417-00000230,010-003062,Emp.24,48.4746,2021-02-26,2021-02-27T19:35:03Z,24,2.02
100251,U.,1.99,MSA-008629,F721-00000325,721-0000797,Emp.12,25.5402,2021-02-05,2021-02-12T19:36:43Z,12,2.13
100252,U.,1.62,MSA-008641,F721-00000320,721-0000783,Emp.12,19.399,2021-02-05,2021-02-12T19:13:01Z,12,1.62
100253,U.,0.54,MSA-009001,F316-00001385,706-0003918,Emp.96,56.865,2021-02-23,2021-03-01T19:23:12Z,96,0.59
100254,U.,0.51,MSA-007757,F001-00539496,600-2185977,Emp.96,52.3162,2021-01-22,2021-01-28T19:58:30Z,96,0.54
100255,U.,0.51,MSA-008998,F316-00001389,706-0003939,Emp.96,52.2233,2021-02-23,2021-02-27T19:45:40Z,96,0.54
100256,U.,0.51,MSA-008998,F316-00001389,706-0003939,Emp.96,52.2233,2021-02-23,2021-02-27T19:45:40Z,96,0.54
100257,U.,0.54,MSA-008998,F316-00001389,706-0003939,Emp.96,52.2233,2021-02-23,2021-02-27T19:45:40Z,96,0.54
100258,U.,0.54,MSA-008998,F316-00001389,706-0003939,Emp.96,52.2233,2021-02-23,2021-02-27T19:45:40Z,96,0.54
100259,U.,0.68,MSA-008629,F721-00000325,721-0000797,Emp.40,26.992,2021-02-05,2021-02-12T19:36:43Z,40,0.67
100260,SA.,83.67,MSA-009603,F348-00002474,658-0004763,SA,83.67,2021-03-09,2021-03-13T17:47:30Z,1,83.67
100261,U.,1.86,MSA-008272,F721-00000315,721-0000769,Emp.12,33.594,2021-02-05,2021-02-09T18:39:12Z,12,2.8
100262,U.,0.62,MSA-008998,F316-00001389,706-0003939,Emp.24,14.84,2021-02-23,2021-02-27T19:45:40Z,24,0.62
100263,U.,0.87,MSA-008998,F316-00001389,706-0003939,Emp.20,17.336,2021-02-23,2021-02-27T19:45:40Z,20,0.87
100264,U.,1.35,MSA-007482,F001-00539707,600-2186428,Emp.20,26.992,2021-01-23,2021-01-30T18:48:23Z,20,1.35
100265,U.,1.35,MSA-008629,F721-00000325,721-0000797,Emp.20,26.991,2021-02-05,2021-02-12T19:36:43Z,20,1.35
100266,U.,3.02,MSA-008629,F721-00000325,721-0000797,Emp.48,145.2542,2021-02-05,2021-02-12T19:36:43Z,48,3.03
100267,U.,1.1,MSA-006255,F001-00531944,600-2168614,Emp.60,65.8834,2020-12-15,2020-12-22T21:04:04Z,60,1.1
100267,U.,1.1,MSA-006255,F001-00531944,600-2168614,Emp.60,65.8834,2020-12-15,2020-12-22T21:04:04Z,60,1.1
100267,U.,1.1,MSA-006255,F001-00531944,600-2168614,Emp.60,65.8834,2020-12-15,2020-12-22T21:04:04Z,60,1.1
100268,U.,17.63,MSA-008998,F316-00001389,706-0003941,Emp.7,123.422,2021-02-23,2021-02-27T19:45:40Z,7,17.63
100269,U.,2.52,MSA-008641,F721-00000320,721-0000783,Emp.30,75.49,2021-02-05,2021-02-12T19:13:01Z,30,2.52
100270,U.,28.11,MSA-006255,F001-00531944,600-2168615,Emp.4,112.433,2020-12-15,2020-12-22T21:04:04Z,4,28.11
100270,U.,28.11,MSA-006255,F001-00531944,600-2168615,Emp.4,112.433,2020-12-15,2020-12-22T21:04:04Z,4,28.11
100270,U.,28.11,MSA-006255,F001-00531944,600-2168615,Emp.4,112.433,2020-12-15,2020-12-22T21:04:04Z,4,28.11
100271,U.,3.36,MSA-007486,F001-00539291,600-2184408,Emp.24,80.5889,2021-01-22,2021-01-29T19:03:07Z,24,3.36
100272,U.,5.2,MSA-008272,F721-00000315,721-0000769,Emp.15,77.4915,2021-02-05,2021-02-09T18:39:12Z,15,5.17
100273,U.,34.8,MSA-008641,F721-00000320,721-0000783,Emp.3,104.41,2021-02-05,2021-02-12T19:13:01Z,3,34.8
100274,U.,20.41,MSA-008272,F721-00000315,721-0000769,Emp.7,142.9075,2021-02-05,2021-02-09T18:39:12Z,7,20.42
100275,U.,31.3,MSA-007484,F001-00539706,600-2186422,Emp.4,125.193,2021-01-23,2021-01-28T19:59:54Z,4,31.3
100275,U.,31.3,MSA-007484,F001-00539706,600-2186422,Emp.4,125.193,2021-01-23,2021-01-28T19:59:54Z,4,31.3
100276,U.,2.74,MSA-008641,F721-00000320,721-0000784,Emp.30,82.347,2021-02-05,2021-02-12T19:13:01Z,30,2.74
100277,U.,3.46,MSA-004948,F001-00525367,600-2154322,Emp.24,87.3898,2020-11-13,2020-11-19T20:51:17Z,24,3.64
100278,U.,5.63,MSA-008998,F316-00001389,706-0003941,Emp.15,84.4279,2021-02-23,2021-02-27T19:45:40Z,15,5.63
100279,U.,9.78,MSA-008998,F316-00001389,706-0003941,Emp.8,78.222,2021-02-23,2021-02-27T19:45:40Z,8,9.78
100280,U.,1.08,MSA-009001,F316-00001385,706-0003920,Emp.60,65.0138,2021-02-23,2021-03-01T19:23:12Z,60,1.08
100280,U.,1.08,MSA-009001,F316-00001385,706-0003920,Emp.60,65.0138,2021-02-23,2021-03-01T19:23:12Z,60,1.08
100281,U.,17.63,MSA-009741,F316-00003890,706-0010783,Emp.7,123.4186,2021-03-15,2021-03-22T17:40:58Z,7,17.63
100282,U.,2.38,MSA-009741,F316-00003890,706-0010783,Emp.30,71.2802,2021-03-15,2021-03-22T17:40:58Z,30,2.38
100283,U.,28.11,MSA-009741,F316-00003890,706-0010783,Emp.4,112.4344,2021-03-15,2021-03-22T17:40:58Z,4,28.11
100284,U.,3.07,MSA-008243,F721-00000324,721-0000794,Emp.24,74.3947,2021-02-05,2021-02-12T19:22:42Z,24,3.1
100285,U.,5.16,MSA-009741,F316-00003890,706-0010783,Emp.15,77.375,2021-03-15,2021-03-22T17:40:58Z,15,5.16
100286,U.,0,,,,,,,,,
100287,U.,1.1,MSA-003996,F001-00521485,600-2145274,Emp.60,65.883,2020-10-24,2020-11-02T17:56:47Z,60,1.1
100288,U.,2.52,MSA-008629,F721-00000325,721-0000797,Emp.30,75.4915,2021-02-05,2021-02-12T19:36:43Z,30,2.52
100289,U.,0,,,,,,,,,
100290,U.,3.36,MSA-008648,F003-00009796,0005-003260,Emp.24,80.6017,2021-02-18,2021-02-19T20:58:23Z,24,3.36
100291,U.,5.56,MSA-008641,F721-00000320,721-0000784,Emp.15,83.32,2021-02-05,2021-02-12T19:13:01Z,15,5.55
100292,U.,0,,,,,,,,,
100293,U.,19.32,MSA-006762,F003-01468094,019-0000995,Emp.6,115.907,2020-12-21,2020-12-26T16:47:25Z,6,19.32
100294,U.,2.19,MSA-004953,F001-00526725,600-2157356,Emp.20,43.9,2020-11-20,2020-11-26T20:05:40Z,20,2.19
100295,U.,1.31,MSA-008628,F721-00000319,721-0000779,Emp.20,29.594,2021-02-05,2021-02-12T16:04:12Z,20,1.48
100296,U.,16.28,MSA-009588,F316-00003458,706-0009541,Emp.4,65.1195,2021-03-11,2021-03-15T18:41:07Z,4,16.28
100296,U.,16.28,MSA-009588,F316-00003458,706-0009540,Emp.4,65.1195,2021-03-11,2021-03-15T18:41:07Z,4,16.28
100297,U.,4.81,MSA-003581,F001-00520283,600-2142482,Emp.12,57.72,2020-10-18,2020-10-27T21:28:39Z,12,4.81
100298,U.,0,,,,,,,,,
100299,U.,31.25,MSA-008706,F316-00001387,706-0003916,U,29.37,2021-02-23,2021-03-01T19:28:01Z,1,29.37
100300,U.,6.61,MSA-009324,F417-00000326,010-003063,Emp.12,79.601,2021-03-02,2021-03-04T15:53:21Z,12,6.63
100301,U.,3.64,MSA-007482,F001-00539707,600-2186428,Emp.24,87.3728,2021-01-23,2021-01-30T18:48:23Z,24,3.64
100302,U.,7.8,MSA-009003,F316-00001523,706-0004298,Emp.12,93.3538,2021-02-24,2021-03-03T21:47:45Z,12,7.78
100303,U.,6.98,,,,,,,,,
100304,U.,6.01,MSA-007487,F001-00539705,600-2186420,Emp.12,75.7426,2021-01-23,2021-01-27T19:48:04Z,12,6.31
100305,U.,3.68,MSA-008629,F721-00000325,721-0000798,Emp.48,189.9406,2021-02-05,2021-02-12T19:36:43Z,48,3.96
100306,U.,3.95,MSA-007482,F001-00539707,600-2186429,Emp.48,189.4775,2021-01-23,2021-01-30T18:48:23Z,48,3.95
100307,U.,3.33,MSA-009001,F316-00001385,706-0003918,Emp.48,159.7421,2021-02-23,2021-03-01T19:23:12Z,48,3.33
100308,U.,2.81,MSA-008451,F003-00009612,010-003055,Emp.20,56.8135,2021-02-11,2021-02-12T20:35:42Z,20,2.84
100309,U.,2.72,MSA-008383,F721-00000313,721-0000762,Emp.20,54.4559,2021-02-05,2021-02-09T17:58:11Z,20,2.72
100310,U.,3.2,MSA-007524,F001-00538352,600-2182262,Emp.16,51.1506,2021-01-18,2021-01-22T22:10:50Z,16,3.2
100311,U.,2.78,MSA-007485,F001-00538378,600-2182350,Emp.20,55.4774,2021-01-18,2021-01-23T16:26:06Z,20,2.77
100312,U.,2.37,MSA-007524,F001-00538352,600-2182262,Emp.16,38.2881,2021-01-18,2021-01-22T22:10:50Z,16,2.39
100313,U.,2.74,MSA-007524,F001-00538352,600-2182262,Emp.20,55.4831,2021-01-18,2021-01-22T22:10:50Z,20,2.77
100314,U.,2.06,MSA-007485,F001-00538378,600-2182350,Emp.20,41.1102,2021-01-18,2021-01-23T16:26:06Z,20,2.06
100315,U.,2.83,MSA-008998,F316-00001389,706-0003939,Emp.20,56.61,2021-02-23,2021-02-27T19:45:40Z,20,2.83
100316,U.,2.78,MSA-008998,F316-00001389,706-0003939,Emp.20,55.59,2021-02-23,2021-02-27T19:45:40Z,20,2.78
100317,U.,4.48,MSA-008629,F721-00000325,721-0000798,Emp.20,89.377,2021-02-05,2021-02-12T19:36:43Z,20,4.47
100318,U.,0.94,MSA-009001,F316-00001385,706-0003918,Emp.20,18.865,2021-02-23,2021-03-01T19:23:12Z,20,0.94
100319,U.,0.38,MSA-009001,F316-00001385,706-0003918,Emp.48,17.6327,2021-02-23,2021-03-01T19:23:12Z,48,0.37
100320,U.,0.15,MSA-001283,F001-00510178,600-2120172,Emp.40,5.8954,2020-08-30,2020-09-10T20:39:55Z,40,0.15
100321,U.,0.61,MSA-003997,F001-00522162,600-2146950,Emp.20,12.2915,2020-10-29,2020-11-02T18:55:52Z,20,0.61
100322,U.,0.62,MSA-002862,F001-00515597,600-2131624,Emp.20,12.4576,2020-09-24,2020-10-01T21:05:54Z,20,0.62
100323,U.,0.16,MSA-000804,F001-00505164,600-2109696,Emp.100,15.7797,2020-08-06,2020-08-11T20:53:24Z,100,0.16
100324,U.,0.66,MSA-002166,F001-00515849,600-2132282,Emp.12,7.8898,2020-09-25,2020-10-06T16:10:48Z,12,0.66
100325,U.,0.74,MSA-001286,F001-00510188,600-2120183,Emp.12,9.8,2020-08-30,2020-09-08T16:45:12Z,12,0.82
100326,U.,3.58,MSA-008998,F316-00001389,706-0003939,Emp.16,57.37,2021-02-23,2021-02-27T19:45:40Z,16,3.59
100327,U.,2.87,MSA-008998,F316-00001389,706-0003939,Emp.20,57.37,2021-02-23,2021-02-27T19:45:40Z,20,2.87
100328,U.,3.15,MSA-008998,F316-00001389,706-0003939,Emp.10,31.5564,2021-02-23,2021-02-27T19:45:40Z,10,3.16
100329,U.,2.03,MSA-008641,F721-00000320,721-0000784,Emp.10,20.338,2021-02-05,2021-02-12T19:13:01Z,10,2.03
100330,U.,18.16,MSA-009588,F316-00003458,706-0009540,Emp.5,90.7904,2021-03-11,2021-03-15T18:41:07Z,5,18.16
100330,U.,18.16,MSA-009588,F316-00003458,706-0009542,Emp.5,90.7904,2021-03-11,2021-03-15T18:41:07Z,5,18.16
100331,U.,0.6,MSA-009741,F316-00003890,706-0010784,Emp.24,14.4059,2021-03-15,2021-03-22T17:40:58Z,24,0.6
100332,U.,1.15,MSA-009741,F316-00003890,706-0010784,Emp.20,22.883,2021-03-15,2021-03-22T17:40:58Z,20,1.14
100333,U.,4.29,MSA-008629,F721-00000325,721-0000798,Emp.12,51.492,2021-02-05,2021-02-12T19:36:43Z,12,4.29
100334,U.,2.54,MSA-008641,F721-00000320,721-0000784,Emp.18,45.678,2021-02-05,2021-02-12T19:13:01Z,18,2.54
100335,U.,1.18,MSA-009218,F141-00017563,031-0047677,Emp.72,96.4548,2021-02-27,2021-03-13T17:26:11Z,72,1.34
100336,U.,1.2,MSA-009218,F141-00017563,031-0047677,Emp.72,96.4548,2021-02-27,2021-03-13T17:26:11Z,72,1.34
100337,U.,1.18,MSA-009218,F141-00017563,031-0047677,Emp.72,96.4548,2021-02-27,2021-03-13T17:26:11Z,72,1.34
100338,U.,1.26,MSA-009218,F141-00017563,031-0047677,Emp.72,96.4548,2021-02-27,2021-03-13T17:26:11Z,72,1.34
100339,U.,1.18,,,,,,,,,
100340,U.,6.07,MSA-008998,F316-00001389,706-0003939,Emp.12,72.7775,2021-02-23,2021-02-27T19:45:40Z,12,6.06
100341,U.,2.08,MSA-007519,F001-00539708,600-2186433,Emp.24,49.7701,2021-01-23,2021-02-02T18:59:21Z,24,2.07
100342,U.,0.81,MSA-008242,F721-00000317,721-0000777,Emp.40,32.3512,2021-02-05,2021-02-12T19:18:34Z,40,0.81
100343,U.,0.79,MSA-009741,F316-00003890,706-0010783,Emp.60,47.1162,2021-03-15,2021-03-22T17:40:58Z,60,0.79
100344,U.,0.76,MSA-009741,F316-00003890,706-0010783,Emp.60,47.116,2021-03-15,2021-03-22T17:40:58Z,60,0.79
100345,U.,0.78,MSA-009741,F316-00003890,706-0010783,Emp.60,47.1162,2021-03-15,2021-03-22T17:40:58Z,60,0.79
100346,U.,0.84,MSA-009741,F316-00003890,706-0010783,Emp.40,33.6275,2021-03-15,2021-03-22T17:40:58Z,40,0.84
100347,U.,0.66,,,,,,,,,
100348,U.,0.66,MSA-001283,F001-00510173,600-2120165,Emp.12,7.8898,2020-08-30,2020-09-11T20:50:39Z,12,0.66
100348,U.,0.66,MSA-001283,F001-00510173,600-2120165,Emp.12,7.8898,2020-08-30,2020-09-11T20:50:39Z,12,0.66
100348,U.,0.66,MSA-001283,F001-00510173,600-2120165,Emp.12,7.8898,2020-08-30,2020-09-11T20:50:39Z,12,0.66
100349,U.,0.38,MSA-008641,F721-00000320,721-0000784,Emp.48,17.964,2021-02-05,2021-02-12T19:13:01Z,48,0.37
100350,U.,0.37,MSA-006236,F001-00532661,600-2169957,Emp.48,17.6406,2020-12-18,2020-12-23T17:22:25Z,48,0.37
100351,U.,0.38,MSA-008641,F721-00000320,721-0000784,Emp.48,17.965,2021-02-05,2021-02-12T19:13:01Z,48,0.37
100352,U.,0.44,MSA-008998,F316-00001389,706-0003939,Emp.48,21.314,2021-02-23,2021-02-27T19:45:40Z,48,0.44
100353,U.,0.44,MSA-008998,F316-00001389,706-0003939,Emp.48,21.315,2021-02-23,2021-02-27T19:45:40Z,48,0.44
100354,U.,0.44,MSA-008272,F721-00000315,721-0000771,Emp.48,21.034,2021-02-05,2021-02-09T18:39:12Z,48,0.44
100355,U.,0.44,MSA-009003,F316-00001523,706-0004298,Emp.48,21.3142,2021-02-24,2021-03-03T21:47:45Z,48,0.44
100356,U.,0.44,MSA-009001,F316-00001385,706-0003918,Emp.48,21.314,2021-02-23,2021-03-01T19:23:12Z,48,0.44
100357,U.,0.44,MSA-009001,F316-00001385,706-0003918,Emp.48,21.315,2021-02-23,2021-03-01T19:23:12Z,48,0.44
100358,U.,0.44,MSA-009001,F316-00001385,706-0003918,Emp.48,21.313,2021-02-23,2021-03-01T19:23:12Z,48,0.44
100359,U.,0.43,MSA-008272,F721-00000315,721-0000771,Emp.48,21.034,2021-02-05,2021-02-09T18:39:12Z,48,0.44
100360,U.,0.44,MSA-009001,F316-00001385,706-0003918,Emp.48,21.314,2021-02-23,2021-03-01T19:23:12Z,48,0.44
100361,U.,0.66,MSA-001289,F001-00508559,600-2116912,Emp.12,7.8898,2020-08-22,2020-09-08T16:34:08Z,12,0.66
100362,U.,0.46,MSA-009001,F316-00001385,706-0003918,Emp.48,21.854,2021-02-23,2021-03-01T19:23:12Z,48,0.46
100363,U.,0.38,MSA-009001,F316-00001385,706-0003918,Emp.48,17.665,2021-02-23,2021-03-01T19:23:12Z,48,0.37
100364,U.,0.36,MSA-008998,F316-00001389,706-0003939,Emp.48,17.9648,2021-02-23,2021-02-27T19:45:40Z,48,0.37
100365,U.,0.34,MSA-008272,F721-00000315,721-0000772,Emp.48,16.2965,2021-02-05,2021-02-09T18:39:12Z,48,0.34
100366,U.,0.44,MSA-008629,F721-00000325,721-0000798,Emp.48,21.8502,2021-02-05,2021-02-12T19:36:43Z,48,0.46
100367,U.,0.44,MSA-009001,F316-00001385,706-0003918,Emp.48,21.296,2021-02-23,2021-03-01T19:23:12Z,48,0.44
100368,U.,0.44,MSA-008272,F721-00000315,721-0000772,Emp.48,21.3041,2021-02-05,2021-02-09T18:39:12Z,48,0.44
100369,U.,0.44,MSA-008243,F721-00000324,721-0000794,Emp.48,21.8496,2021-02-05,2021-02-12T19:22:42Z,48,0.46
100370,U.,0,,,,,,,,,
100371,U.,0,,,,,,,,,
100372,U.,0.38,MSA-007482,F001-00539707,600-2186429,Emp.45,17.1091,2021-01-23,2021-01-30T18:48:23Z,45,0.38
100373,U.,0.38,MSA-007482,F001-00539707,600-2186429,Emp.45,17.1091,2021-01-23,2021-01-30T18:48:23Z,45,0.38
100374,U.,0.37,MSA-008525,F003-00009725,029-001960,Emp.45,16.68,2021-02-12,2021-02-13T20:30:41Z,45,0.37
100375,U.,0.29,MSA-007484,F001-00539706,600-2186423,Emp.120,34.467,2021-01-23,2021-01-28T19:59:54Z,120,0.29
100375,U.,0.29,MSA-007484,F001-00539706,600-2186423,Emp.120,34.467,2021-01-23,2021-01-28T19:59:54Z,120,0.29
100376,U.,0.29,MSA-008998,F316-00001389,706-0003939,Emp.216,62.632,2021-02-23,2021-02-27T19:45:40Z,216,0.29
100377,U.,0.37,MSA-009003,F316-00001523,706-0004298,Emp.48,17.964,2021-02-24,2021-03-03T21:47:45Z,48,0.37
100378,U.,0.37,MSA-009001,F316-00001385,706-0003919,Emp.48,17.963,2021-02-23,2021-03-01T19:23:12Z,48,0.37
100378,U.,0.37,MSA-009001,F316-00001385,706-0003919,Emp.48,17.963,2021-02-23,2021-03-01T19:23:12Z,48,0.37
100379,U.,0.37,MSA-009001,F316-00001385,706-0003919,Emp.48,17.964,2021-02-23,2021-03-01T19:23:12Z,48,0.37
100379,U.,0.37,MSA-009001,F316-00001385,706-0003919,Emp.48,17.964,2021-02-23,2021-03-01T19:23:12Z,48,0.37
100380,U.,0.37,MSA-009001,F316-00001385,706-0003919,Emp.48,17.964,2021-02-23,2021-03-01T19:23:12Z,48,0.37
100380,U.,0.37,MSA-009001,F316-00001385,706-0003919,Emp.48,17.964,2021-02-23,2021-03-01T19:23:12Z,48,0.37
100381,U.,0.62,MSA-000947,F001-00505336,600-2109999,Emp.36,22.2,2020-08-07,2020-08-12T22:01:52Z,36,0.62
100382,U.,0.66,MSA-002165,F001-00515847,600-2132280,Emp.12,7.8881,2020-09-25,2020-10-06T15:59:58Z,12,0.66
100383,U.,0.3,MSA-008641,F721-00000320,721-0000785,Emp.48,14.352,2021-02-05,2021-02-12T19:13:01Z,48,0.3
100384,U.,0.74,,,,,,,,,
100385,U.,0.74,MSA-007482,F001-00539707,600-2186429,Emp.36,26.509,2021-01-23,2021-01-30T18:48:23Z,36,0.74
100386,U.,0.3,MSA-007482,F001-00539707,600-2186429,Emp.48,14.35,2021-01-23,2021-01-30T18:48:23Z,48,0.3
100387,U.,0.3,MSA-008641,F721-00000320,721-0000785,Emp.48,14.352,2021-02-05,2021-02-12T19:13:01Z,48,0.3
100388,U.,0.74,MSA-008628,F721-00000319,721-0000780,Emp.36,26.509,2021-02-05,2021-02-12T16:04:12Z,36,0.74
100389,U.,4.18,MSA-008345,F001-00012814,001-0071882,Emp.24,106.78,2021-02-04,2021-02-15T19:03:27Z,24,4.45
100390,U.,1.5,MSA-007471,F001-00012499,001-0071499,Emp.24,39.0685,2021-01-14,2021-01-26T21:57:28Z,24,1.63
100391,U.,1.51,MSA-007471,F001-00012499,001-0071499,Emp.24,39.08,2021-01-14,2021-01-26T21:57:28Z,24,1.63
100392,U.,0.86,MSA-008345,F001-00012814,001-0071882,Emp.24,22.1183,2021-02-04,2021-02-15T19:03:27Z,24,0.92
100393,U.,1.63,MSA-008345,F001-00012814,001-0071882,Emp.24,41.9492,2021-02-04,2021-02-15T19:03:27Z,24,1.75
100394,U.,4.43,MSA-008345,F001-00012814,001-0071882,Emp.24,103.728,2021-02-04,2021-02-15T19:03:27Z,24,4.32
100395,U.,0.86,MSA-008345,F001-00012814,001-0071882,Emp.24,22.1182,2021-02-04,2021-02-15T19:03:27Z,24,0.92
100396,U.,1.64,MSA-008345,F001-00012814,001-0071882,Emp.24,41.9492,2021-02-04,2021-02-15T19:03:27Z,24,1.75
100397,U.,2.91,MSA-008345,F001-00012814,001-0071882,Emp.12,33.5588,2021-02-04,2021-02-15T19:03:27Z,12,2.8
100398,U.,0,,,,,,,,,
100399,U.,2.71,MSA-008345,F001-00012814,001-0071882,Emp.12,30.508,2021-02-04,2021-02-15T19:03:27Z,12,2.54
100400,U.,1.59,MSA-008345,F001-00012814,001-0071882,Emp.12,19.83,2021-02-04,2021-02-15T19:03:27Z,12,1.65
100401,U.,2.58,MSA-008345,F001-00012814,001-0071882,Emp.12,30.51,2021-02-04,2021-02-15T19:03:27Z,12,2.54
100402,U.,11.07,MSA-008345,F001-00012815,001-0071883,Emp.12,32.798,2021-02-04,2021-02-16T15:04:02Z,12,2.73
100403,U.,1.4,MSA-008345,F001-00012815,001-0071883,Emp.12,16.7796,2021-02-04,2021-02-16T15:04:02Z,12,1.4
100404,U.,1.61,MSA-008345,F001-00012815,001-0071883,Emp.12,19.068,2021-02-04,2021-02-16T15:04:02Z,12,1.59
100405,U.,2.62,MSA-008345,F001-00012815,001-0071883,Emp.12,30.5085,2021-02-04,2021-02-16T15:04:02Z,12,2.54
100406,U.,2.99,MSA-008345,F001-00012815,001-0071883,Emp.12,38.1374,2021-02-04,2021-02-16T15:04:02Z,12,3.18
100407,U.,0,,,,,,,,,
100408,U.,2.63,MSA-008345,F001-00012815,001-0071883,Emp.12,30.508,2021-02-04,2021-02-16T15:04:02Z,12,2.54
100409,U.,0,,,,,,,,,
100410,U.,2.8,MSA-008345,F001-00012815,001-0071883,Emp.12,32.033,2021-02-04,2021-02-16T15:04:02Z,12,2.67
100411,U.,2.07,MSA-008345,F001-00012815,001-0071883,Emp.12,23.644,2021-02-04,2021-02-16T15:04:02Z,12,1.97
100412,U.,16.51,MSA-008581,F001-00020464,032-0117825,Emp.8,132.045,2021-02-12,2021-02-17T17:50:26Z,8,16.51
100413,U.,11.29,MSA-008576,F001-00020470,032-0117831,Emp.24,270.9,2021-02-12,2021-02-19T15:09:34Z,24,11.29
100414,U.,3.57,MSA-008580,F001-00020468,032-0117829,Emp.48,171.23,2021-02-12,2021-02-17T19:43:20Z,48,3.57
100415,U.,3.02,MSA-008580,F001-00020468,032-0117829,Emp.24,72.41,2021-02-12,2021-02-17T19:43:20Z,24,3.02
100416,U.,0.93,MSA-008580,F001-00020468,032-0117829,Emp.40,37.27,2021-02-12,2021-02-17T19:43:20Z,40,0.93
100417,U.,11.94,MSA-008579,F001-00020467,032-0117828,Emp.24,286.45,2021-02-12,2021-02-16T15:20:42Z,24,11.94
100418,U.,0.57,MSA-008576,F001-00020470,032-0117831,Emp.120,68.3,2021-02-12,2021-02-19T15:09:34Z,120,0.57
100419,U.,4.01,MSA-008576,F001-00020470,032-0117831,Emp.15,60.13,2021-02-12,2021-02-19T15:09:34Z,15,4.01
100420,U.,9.57,MSA-008576,F001-00020470,032-0117831,Emp.10,95.66,2021-02-12,2021-02-19T15:09:34Z,10,9.57
100421,U.,0,,,,,,,,,
100422,U.,19.32,MSA-007434,F001-00020067,032-0117365,Emp.24,463.73,2021-01-14,2021-01-20T19:36:12Z,24,19.32
100423,U.,6.1,MSA-008579,F001-00020467,032-0117828,Emp.48,292.9,2021-02-12,2021-02-16T15:20:42Z,48,6.1
100424,U.,16.59,MSA-008576,F001-00020470,032-0117831,Emp.24,398.16,2021-02-12,2021-02-19T15:09:34Z,24,16.59
100425,U.,6.42,MSA-008576,F001-00020470,032-0117831,Emp.48,308.16,2021-02-12,2021-02-19T15:09:34Z,48,6.42
100426,U.,15.1,MSA-008576,F001-00020470,032-0117831,Emp.24,362.4,2021-02-12,2021-02-19T15:09:34Z,24,15.1
100427,U.,3.95,MSA-006268,F001-00019655,032-0116891,Emp.24,94.8,2020-12-10,2020-12-16T20:50:56Z,24,3.95
